id,classificador,score_f1,precision,train_time,test_time,transacao
166,SGD Classifier - Tratamento Parcial,0.218504609081598,0.539576365663322,1.69447112083435,0.0059816837310791,25/09/2020 00:34:43
167,SGD Classifier - Sem Tratamento,0.219390077378243,0.539576365663322,1.77883815765381,0.0059821605682373,25/09/2020 00:34:43
168,Perceptron - upsampled,0.479572095140549,0.476427360090447,1.54586505889893,0.0109720230102539,25/09/2020 00:34:43
169,Perceptron-Tratamento Parcial,0.111914893617021,0.115961199294533,0.496703147888184,0.00498604774475098,25/09/2020 00:34:43
170,Perceptron - Sem Tratamento,0.47643362136685,0.447106524143015,0.244348764419556,0.00398707389831543,25/09/2020 00:34:43
171,RidgeClassifier - upsampled,0.559370942143991,0.755308786284824,2.38861560821533,0.0119352340698242,25/09/2020 00:34:43
172,RidgeClassifier - Tratamento Parcial,0.0185185185185185,0.0932835820895522,0.729237794876099,0.00494933128356934,25/09/2020 00:34:43
173,RidgeClassifier - Sem Tratamento ,0.475013433637829,0.658227848101266,0.242311239242554,0.00398898124694824,25/09/2020 00:34:43
174,KNeighborsClassifier,0.490172543135784,0.710063029776136,0.0319185256958008,12.1832115650177,25/09/2020 00:34:43
175,KNeighborsClassifier - Tratamento Parcial,0.0,0.0,0.0100078582763672,2.09351205825806,25/09/2020 00:34:43
176,KNeighborsClassifier - Tratamento Parcial,0.141452344931921,0.705660377358491,0.00399065017700195,0.544835329055786,25/09/2020 00:34:43
177,PassiveAggressiveClassifier - upsampled,0.586551346083567,0.626219274287944,1.44812440872192,0.011005163192749,25/09/2020 00:34:43
178,PassiveAggressiveClassifier - - Tratamento Parcial,0.032835089438863,0.0406306852637962,0.353022336959839,0.00601625442504883,25/09/2020 00:34:43
179,VotingClassifier - upsampled,0.595113230035757,0.620171407278599,1.5867235660553,0.0110015869140625,25/09/2020 00:34:43
180,VotingClassifier - tratamento parcial,0.0357053055066633,0.0459546925566343,0.413891792297363,0.00501799583435059,25/09/2020 00:34:43
181,VotingClassifier - sem tratamento,0.487661308580485,0.528459273797841,0.153599262237549,0.00398707389831543,25/09/2020 00:34:43
182,ExtraTreesClassifier - upsampled,0.6000789577576,0.704900293708456,178.457101583481,0.263296365737915,25/09/2020 00:34:43
183,ExtraTreesClassifier - tratamento parcial,0.0072289156626506,0.0135135135135135,57.5598020553589,0.0677807331085205,25/09/2020 00:34:43
184,ExtraTreesClassifier - sem tratamento,0.357077346377255,0.654708520179372,1.86544823646545,0.0339081287384033,25/09/2020 00:34:43
185,AdaBoostClassifier - upsampled,0.444043887147336,0.702803274621682,134.542860269547,3.12471485137939,25/09/2020 00:34:43
186,AdaBoostClassifier - tratamento parcial,0.0597844977407021,0.193258426966292,59.5439894199371,1.26134562492371,25/09/2020 00:34:43
187,AdaBoostClassifier - sem tratamento,0.451851851851852,0.547576301615799,18.7567822933197,0.708622694015503,25/09/2020 00:34:43
188,GradientBoostingClassifier - upsampled,0.294106427617776,0.877632327831531,128.733242273331,0.0937421321868896,25/09/2020 00:34:43
189,GradientBoostingClassifier - Tratamento Parcial,0.00518902891030393,0.0263157894736842,124.875612735748,0.0604314804077148,25/09/2020 00:34:43
190,GradientBoostingClassifier  - sem tratamento,0.374511571986775,0.657172995780591,37.129652261734,0.0222823619842529,25/09/2020 00:34:43
191,RandomForestClassifier - upsampled,0.605429575215586,0.684233323707768,665.138923883438,1.16335463523865,25/09/2020 00:34:43
192,RandomForestClassifier - Tratamento Parcial,0.00516499282639885,0.00854700854700855,164.346824645996,0.350641489028931,25/09/2020 00:34:43
193,RandomForestClassifier- Sem Tratamento,0.346766635426429,0.675182481751825,6.14186978340149,0.151549816131592,25/09/2020 00:34:43
194,movielens-LogisticRegression-upsampled,0.294028068407156,0.18207968954592,85.9693806171417,0.182267665863037,28/09/2020 23:16:05
195,movielens-LogisticRegression-Parcial,0.119468324715287,0.0716834962359502,24.3430445194244,0.0552468299865723,28/09/2020 23:16:05
196,movielens-LogisticRegression-Sem Tratamento,0.516622086358426,0.405220566197106,11.6823201179504,0.0329225063323975,28/09/2020 23:16:05
197,movielens-SGD Classifier-upsampled,0.240547956467674,0.405220566197106,32.3231525421143,0.13056755065918,28/09/2020 23:16:05
198,movielens-SGD Classifier - Tratamento Parcial,0.116072985065954,0.405220566197106,17.7493917942047,0.0465602874755859,28/09/2020 23:16:05
